Ranked list of top compounds using CMAP dataset
Rank	Score	Type	ID	Name	Description
6782	-1.3	cp	BRD-K73109821	diazoxide	Potassium channel activator
6784	-1.34	cp	BRD-K19796430	erismodegib	Smoothened receptor antagonist
6785	-1.34	cp	BRD-K82823804	SA-792987	PKC inhibitor
6786	-1.34	cp	BRD-A96456596	FPL-55712	Leukotriene receptor antagonist
6788	-1.36	cp	BRD-A97674275	ranolazine	Sodium channel blocker
6789	-1.37	cp	BRD-K73397362	purmorphamine	Smoothened receptor agonist
6790	-1.37	cp	BRD-A45140972	meclocycline	Bacterial 30S ribosomal subunit inhibitor
6791	-1.37	cp	BRD-A73581086	ergometrine	Adrenergic receptor agonist
6795	-1.41	cp	BRD-U01690642	acetyl-geranyl-cysteine	Isoprenylated protein methylation inhibitor
6796	-1.41	cp	BRD-K00615600	AG-14361	PARP inhibitor
6797	-1.41	cp	BRD-K20141153	atomoxetine	Norepinephrine transporter inhibitor
6798	-1.41	cp	BRD-K92138166	mammea-a	other antibiotic
6799	-1.41	cp	BRD-K53523901	arctigenin	MEK inhibitor
6800	-1.41	cp	BRD-K40227168	vinburnine	Adrenergic receptor antagonist
6805	-1.44	cp	BRD-K17415526	tyrphostin-AG-835	Protein tyrosine kinase inhibitor
6806	-1.44	cp	BRD-K66944906	fraxidin	Carbonic anhydrase inhibitor
6807	-1.44	cp	BRD-K68620903	dydrogesterone	Progesterone receptor agonist
6808	-1.44	cp	BRD-A93477898	PETCM	Caspase activator
6817	-1.48	cp	BRD-K32501161	vanoxerine	Dopamine uptake inhibitor
6819	-1.49	cp	BRD-K72093121	vidarabine	Antiviral
6822	-1.52	cp	BRD-A23637604	oxymetholone	Androgen receptor agonist
6823	-1.52	cp	BRD-K26015241	ODQ	Guanylyl cyclase inhibitor
6824	-1.52	cp	BRD-K92678294	irilin-a	Isoflavone
6834	-1.55	cp	BRD-K28470988	L-690330	Inositol monophosphatase inhibitor
6836	-1.57	cp	BRD-A62809825	thapsigargin	ATPase inhibitor
6842	-1.58	cp	BRD-K67566344	KU-0063794	MTOR inhibitor
6843	-1.59	cp	BRD-K18135438	chenodeoxycholic-acid	11-beta-HSD1 inhibitor
6844	-1.59	cp	BRD-K54095730	CMPD-1	p38 MAPK inhibitor
6847	-1.62	cp	BRD-K32247306	primidone	GABA receptor antagonist
6848	-1.63	cp	BRD-K73589491	nizatidine	Histamine receptor antagonist
6849	-1.64	cp	BRD-K33396764	alpha-linolenic-acid	Omega 3 fatty acid stimulant
6850	-1.66	cp	BRD-K42142750	retrorsine	Antimitotic
6851	-1.66	cp	BRD-K49027941	PSB-1115	Adenosine receptor antagonist
6852	-1.66	cp	BRD-A65671304	candesartan	Angiotensin receptor antagonist
6853	-1.66	cp	BRD-A22713669	BVT-948	Tyrosine phosphatase inhibitor
6854	-1.66	cp	BRD-A10969569	ambelline	Plant alkaloid
6857	-1.66	cp	BRD-K97752965	nicorandil	Nitric oxide donor
6866	-1.69	cp	BRD-A42423104	benproperine	Antitussive
6867	-1.69	cp	BRD-A41301928	bongkrek-acid	Mitochondrial ADP, ATP translocase inhibitor
6868	-1.69	cp	BRD-K19360254	ergocornine	Dopamine receptor agonist
6870	-1.7	cp	BRD-K91904471	SD-169	p38 MAPK inhibitor
6874	-1.72	cp	BRD-K00610438	altanserin	Serotonin receptor antagonist
6875	-1.73	cp	BRD-K62221994	T-98475	Gonadotropin releasing factor hormone receptor antagonist
6876	-1.73	cp	BRD-K95992530	Cyclo-[Arg-Gly-Asp-D-Phe-Val]	integrin antagonist
6880	-1.76	cp	BRD-K43764301	dexketoprofen	Cyclooxygenase inhibitor
6881	-1.76	cp	BRD-K65503129	HSP90-inhibitor	HSP inhibitor
6884	-1.77	cp	BRD-A52326238	isogedunin	HSP inhibitor
6885	-1.79	cp	BRD-K77133231	PD-169316	p38 MAPK inhibitor
6888	-1.79	cp	BRD-A45664787	iloprost	Platelet aggregation inhibitor
6889	-1.8	cp	BRD-K37080523	isoreserpine	Vesicular monoamine transporter inhibitor
6890	-1.8	cp	BRD-A99177642	deltaline	Acetylcholine receptor antagonist
6892	-1.81	cp	BRD-K85503079	perospirone	Dopamine receptor antagonist
6894	-1.82	cp	BRD-A57457122	VU-0400071-3	Glutamate receptor modulator
6896	-1.83	cp	BRD-K14965640	ibuprofen	Cyclooxygenase inhibitor
6897	-1.83	cp	BRD-K05528470	L-745870	Dopamine receptor antagonist
6898	-1.83	cp	BRD-K18799075	BAY-59-3074	Cannabinoid receptor partial agonist
6902	-1.87	cp	BRD-K05901394	terguride	Dopamine receptor agonist
6904	-1.87	cp	BRD-A44090213	indoprofen	Cyclooxygenase inhibitor
6911	-1.94	cp	BRD-K16444452	ibudilast	Leukotriene receptor antagonist
6912	-1.94	cp	BRD-K98521173	desoxycortone	Mineralocorticoid receptor agonist
6914	-1.94	cp	BRD-K72903603	zidovudine	Reverse transcriptase inhibitor
6915	-1.97	cp	BRD-K47631482	bromhexine	Mucolytic agent
6921	-2.01	cp	BRD-K57033106	tripelennamine	Histamine receptor antagonist
6922	-2.01	cp	BRD-K89055274	alverine	Muscle relaxant
6927	-2.04	cp	BRD-K93095519	SJ-172550	MDM inhibitor
6936	-2.05	cp	BRD-K92778217	mefenamic-acid	Cyclooxygenase inhibitor
6938	-2.08	cp	BRD-A16665823	butoconazole	Bacterial cell wall synthesis inhibitor
6941	-2.09	cp	BRD-A59174698	ritodrine	Adrenergic receptor agonist
6942	-2.11	cp	BRD-K61480498	epoxycholesterol	LXR agonist
6943	-2.11	cp	BRD-K91733562	secoisolariciresinol	Antioxidant
6944	-2.11	cp	BRD-K00206590	P-1075	ATP channel activator
6945	-2.11	cp	BRD-K51541829	RO-25-6981	Ionotropic glutamate receptor antagonist
6948	-2.11	cp	BRD-A64479082	quinidine	Sodium channel blocker
6954	-2.15	cp	BRD-K47539947	tetradecylthioacetic-acid	Lipid peroxidase inhibitor
6955	-2.15	cp	BRD-A58048407	nimodipine	Calcium channel blocker
6956	-2.15	cp	BRD-A37837077	cyclazosin	Adrenergic receptor antagonist
6957	-2.17	cp	BRD-K32830106	guanfacine	Adrenergic receptor agonist
6960	-2.18	cp	BRD-K14329163	BAY-K8644	Calcium channel activator
6961	-2.18	cp	BRD-K11911061	GR-127935	Serotonin receptor antagonist
6962	-2.18	cp	BRD-K55468218	spiperone	Dopamine receptor antagonist
6963	-2.18	cp	BRD-A93236127	digitoxin	ATPase inhibitor
6970	-2.22	cp	BRD-K52662033	lidocaine	Histamine receptor agonist
6971	-2.22	cp	BRD-K90382497	GW-843682X	PLK inhibitor
6979	-2.25	cp	BRD-K45296539	ZD-7114	Adrenergic receptor agonist
6981	-2.26	cp	BRD-A83237092	fulvestrant	Estrogen receptor antagonist
6982	-2.26	cp	BRD-K35377380	I-OMe-AG-538	IGF-1 inhibitor
6984	-2.26	cp	BRD-A79672927	tropicamide	Acetylcholine receptor antagonist
6989	-2.3	cp	BRD-A36217750	sulfinpyrazone	Uricosuric blocker
6996	-2.33	cp	BRD-A27143604	DPN	Estrogen receptor agonist
6997	-2.33	cp	BRD-K13819402	desoxypeganine	Acetylcholinesterase inhibitor
7000	-2.35	cp	BRD-K50324045	avrainvillamide-analog-6	nucleophosmin inhibitor
7004	-2.36	cp	BRD-K11663430	pyroxamide	HDAC inhibitor
7005	-2.36	cp	BRD-K81225797	SCH-58261	Adenosine receptor antagonist
7006	-2.36	cp	BRD-K44849676	capsazepine	TRPV agonist
7012	-2.4	cp	BRD-K47278471	diphenhydramine	Histamine receptor antagonist
7013	-2.4	cp	BRD-K92492521	LY-255283	Leukotriene receptor antagonist
7014	-2.4	cp	BRD-K65786282	CGP-7930	GABA receptor modulator
7015	-2.4	cp	BRD-K23922020	arecaidine	Acetylcholine receptor agonist
7016	-2.4	cp	BRD-K40624912	ZM-39923	JAK inhibitor
7017	-2.4	cp	BRD-A04756508	norgestimate	Progesterone receptor agonist
7019	-2.41	cp	BRD-K32906660	bis-tyrphostin	EGFR inhibitor
7022	-2.43	cp	BRD-K68873215	phosphodiesterase-V-inhibitor-II	Phosphodiesterase inhibitor
7023	-2.43	cp	BRD-K79930101	GW-583340	EGFR inhibitor
7033	-2.47	cp	BRD-K16977723	PP-3	EGFR inhibitor
7034	-2.47	cp	BRD-K67013324	luzindole	Melatonin receptor antagonist
7040	-2.5	cp	BRD-A25775766	securinine	GABA receptor antagonist
7041	-2.5	cp	BRD-K72024482	MRS-1754	Adenosine receptor antagonist
7045	-2.5	cp	BRD-K44432556	VU-0418946-1	HIF modulator
7051	-2.54	cp	BRD-K05658747	raltegravir	HIV integrase inhibitor
7052	-2.54	cp	BRD-K64670467	JNJ-16259685	Glutamate receptor antagonist
7057	-2.57	cp	BRD-K04111260	raclopride	Dopamine receptor antagonist
7059	-2.57	cp	BRD-K06926592	tretinoin	Retinoid receptor agonist
7066	-2.62	cp	BRD-K11717138	benzbromarone	Chloride channel blocker
7069	-2.64	cp	BRD-K48935217	epothilone	Microtubule inhibitor
7073	-2.67	cp	BRD-K92428232	GSK-461364	PLK inhibitor
7077	-2.69	cp	BRD-K56403959	ZK-756326	CC chemokine receptor ligand
7085	-2.71	cp	BRD-K59037100	oxybenzone	Lipase inhibitor
7086	-2.71	cp	BRD-K78637815	LY-320135	Cannabinoid receptor antagonist
7096	-2.78	cp	BRD-K63265447	docetaxel	Tubulin inhibitor
7101	-2.8	cp	BRD-K56509348	BMS-182874	Endothelin receptor antagonist
7110	-2.87	cp	BRD-K50866992	tropisetron	Serotonin receptor antagonist
7113	-2.89	cp	BRD-A44133049	azasetron	Serotonin receptor antagonist
7115	-2.89	cp	BRD-K77175907	calcifediol	Vitamin D receptor agonist
7119	-2.96	cp	BRD-K89348303	ramipril	ACE inhibitor
7125	-3	cp	BRD-K05977823	tenovins	SIRT inhibitor
7126	-3	cp	BRD-K22631935	neurodazine	Neurogenesis of non-pluripotent C2C12 myoblast inducer
7127	-3.01	cp	BRD-K19554809	MK-212	Serotonin receptor agonist
7129	-3.03	cp	BRD-K03109492	NSC-663284	CDC inhibitor
7135	-3.07	cp	BRD-K94919853	10H-phenothiazin-10-yl)(p-tolyl)methanone	Butyrylcholinesterase inhibitor
7136	-3.1	cp	BRD-K86595100	chlordiazepoxide	Benzodiazepine receptor agonist
7137	-3.1	cp	BRD-A41722204	sulmazole	Adenosine receptor antagonist
7144	-3.13	cp	BRD-A70731303	avrainvillamide-analog-5	nucleophosmin inhibitor
7151	-3.17	cp	BRD-K04833372	GSK-1904529A	IGF-1 inhibitor
7153	-3.18	cp	BRD-K89708791	rifaximin	RNA synthesis inhibitor
7158	-3.21	cp	BRD-K83063356	RS-102895	CCR antagonist
7166	-3.25	cp	BRD-K37516142	idebenone	Calcium channel modulator
7169	-3.29	cp	BRD-K11630072	carmofur	Thymidylate synthase inhibitor
7179	-3.34	cp	BRD-A02367930	ethinyl-estradiol	DNA directed DNA polymerase stimulant
7180	-3.35	cp	BRD-K66956375	oleoylethanolamide	Cannabinoid receptor agonist
7181	-3.35	cp	BRD-K20313525	rosmarinic-acid	GABA transaminase inhibitor
7186	-3.42	cp	BRD-A65550283	ginsenoside	Steroid hormone receptor agonist
7187	-3.42	cp	BRD-K18250272	propoxycaine	Local anesthetic
7191	-3.45	cp	BRD-K54316499	tolterodine	Acetylcholine receptor antagonist
7192	-3.45	cp	BRD-A58157837	butabindide	Tripeptidyl peptidase inhibitor
7195	-3.49	cp	BRD-M86331534	pyrvinium-pamoate	AKT inhibitor
7196	-3.49	cp	BRD-A75479906	rimantadine	Antiviral
7200	-3.52	cp	BRD-K11399644	phenformin	AMPK activator
7201	-3.52	cp	BRD-A42167015	carteolol	Adrenergic receptor antagonist
7203	-3.55	cp	BRD-K82143716	flucytosine	Antifungal
7211	-3.63	cp	BRD-K74430258	1,2-dichlorobenzene	Hepatotoxicant
7217	-3.67	cp	BRD-K46018455	bezafibrate	PPAR receptor agonist
7219	-3.7	cp	BRD-K24201553	SB-269970	Serotonin receptor antagonist
7220	-3.7	cp	BRD-K17823458	danoprevir	HCV inhibitor
7224	-3.73	cp	BRD-A33084410	5'-guanidinonaltrindole	Opioid receptor antagonist
7225	-3.74	cp	BRD-K59597909	phenothiazine	Dopamine receptor antagonist
7226	-3.74	cp	BRD-K33864865	LY-225910	CCK receptor antagonist
7227	-3.74	cp	BRD-K18518344	digitoxigenin	ATPase inhibitor
7231	-3.75	cp	BRD-K07265709	razoxane	Chelating agent
7240	-3.87	cp	BRD-A36267905	buphenine	Adrenergic receptor agonist
7241	-3.88	cp	BRD-A15435692	BMY-14802	Sigma receptor antagonist
7242	-3.88	cp	BRD-K41564320	purvalanol-b	Tyrosine kinase inhibitor
7247	-3.93	cp	BRD-K44084986	Y-27632	Rho associated kinase inhibitor
7254	-4.02	cp	BRD-A17448384	beclometasone	Glucocorticoid receptor agonist
7255	-4.02	cp	BRD-K77677632	SB-200646	Serotonin receptor antagonist
7256	-4.02	cp	BRD-K88871508	lisuride	Dopamine receptor agonist
7257	-4.03	cp	BRD-A35912562	pregnenolone	Glutamate receptor modulator
7260	-4.05	cp	BRD-K36529613	PU-H71	HSP inhibitor
7263	-4.09	cp	BRD-K64935403	ebelactone-b	Lipase inhibitor
7278	-4.23	cp	BRD-K49810818	sorafenib	FLT3 inhibitor
7280	-4.26	cp	BRD-A80775386	hyperforin	Cyclooxygenase inhibitor
7281	-4.26	cp	BRD-A54029483	IRL-2500	Endothelin receptor antagonist
7282	-4.27	cp	BRD-A77722753	hydralazine	Vasodilator
7283	-4.27	cp	BRD-K45542189	diethylcarbamazine	Lipoxygenase inhibitor
7293	-4.35	cp	BRD-K59456551	methotrexate	Dihydrofolate reductase inhibitor
7295	-4.35	cp	BRD-K22096725	ALW-II-49-7	Ephrin inhibitor
7300	-4.4	cp	BRD-K75181824	acetyl-geranygeranyl-cysteine	Inhibitor of methyl esterification of geranylgeranylated proteins
7301	-4.4	cp	BRD-K10870738	CDC	Lipoxygenase inhibitor
7311	-4.49	cp	BRD-K50720187	flupirtine	Glutamate receptor antagonist
7317	-4.54	cp	BRD-K59962020	CHEMBL-374350	NFkB pathway inhibitor
7318	-4.55	cp	BRD-A16444946	acarbose	Glucosidase inhibitor
7319	-4.55	cp	BRD-A74667430	etodolac	Cyclooxygenase inhibitor
7323	-4.56	cp	BRD-K74514084	pazopanib	KIT inhibitor
7324	-4.56	cp	BRD-K66876909	linezolid	Bacterial 50S ribosomal subunit inhibitor
7325	-4.58	cp	BRD-K68997413	PF-3845	FAAH inhibitor
7326	-4.58	cp	BRD-K04430056	7-nitroindazole	nitric oxide synthase inhibitor
7332	-4.69	cp	BRD-A41941932	vitexin	Antioxidant
7335	-4.72	cp	BRD-A02710418	meptazinol	Opioid receptor agonist
7342	-4.77	cp	BRD-K08109516	L-701324	Glutamate receptor antagonist
7344	-4.79	cp	BRD-A07780951	orciprenaline	Adrenergic receptor agonist
7346	-4.88	cp	BRD-K41260949	valproic-acid	HDAC inhibitor
7352	-4.96	cp	BRD-A84493640	atovaquone	Mitochondrial electron transport inhibitor
7353	-4.96	cp	BRD-A65013509	oxybutynin	Acetylcholine receptor antagonist
7364	-5.21	cp	BRD-K10177585	PSB-11	Adenosine receptor antagonist
7365	-5.21	cp	BRD-A64125466	dehydrocholic-acid	choleretic agent
7369	-5.25	cp	BRD-K26669427	WR-216174	PFMRK inhibitor
7373	-5.31	cp	BRD-A52660433	tetrindole	Monoamine oxidase inhibitor
7376	-5.36	cp	BRD-A37347161	BRL-52537	Opioid receptor agonist
7379	-5.42	cp	BRD-K05350981	oligomycin-c	ATPase inhibitor
7382	-5.43	cp	BRD-A82371568	clofarabine	Ribonucleoside reductase inhibitor
7384	-5.46	cp	BRD-A34205397	suloctidil	Adrenergic receptor antagonist
7386	-5.48	cp	BRD-K81376179	TCS-359	FLT3 inhibitor
7393	-5.56	cp	BRD-K25875056	SC-9	Protein tyrosine kinase activator
7396	-5.61	cp	BRD-A06390036	hydroquinidine	Antiarrhythmic
7397	-5.64	cp	BRD-K55703048	latrepirdine	Glutamate receptor antagonist
7398	-5.64	cp	BRD-K93080877	Ala-Ala-Phe-CMK	Tripeptidyl peptidase inhibitor
7402	-5.69	cp	BRD-K71035033	masitinib	KIT inhibitor
7403	-5.71	cp	BRD-A72703248	SKF-96365	Calcium channel blocker
7404	-5.72	cp	BRD-A49370193	RO-60-0175	Serotonin receptor agonist
7414	-5.84	cp	BRD-K93433262	alfacalcidol	Vitamin D receptor agonist
7416	-5.86	cp	BRD-K37848908	ceforanide	Penicillin binding protein inhibitor
7417	-5.86	cp	BRD-A59303141	quinethazone	Thiazide diuretic
7418	-5.87	cp	BRD-K68507560	dicycloverine	Acetylcholine receptor antagonist
7419	-5.88	cp	BRD-K82484965	carmoxirole	Dopamine receptor agonist
7424	-5.98	cp	BRD-A15034104	bergenin	Interleukin inhibitor
7425	-5.99	cp	BRD-A90515964	guaifenesin	Expectorant
7426	-6	cp	BRD-K73838513	cinacalcet	Calcium channel activator
7427	-6.1	cp	BRD-K41868777	W-5	Calmodulin antagonist
7428	-6.1	cp	BRD-K49669041	BX-912	Pyruvate dehydrogenase kinase inhibitor
7429	-6.14	cp	BRD-K60174629	z-prolyl-prolinal	Prolyl endopeptidase inhibitor
7430	-6.14	cp	BRD-K94689771	pinocembrin	CYP1B1 inhibitor
7431	-6.15	cp	BRD-K89210380	biotin	Vitamin B
7432	-6.17	cp	BRD-A02713983	dihydrodeoxygedunin	Growth factor receptor activator
7436	-6.24	cp	BRD-K21806131	tegaserod	Serotonin receptor partial agonist
7437	-6.24	cp	BRD-A58955223	sulforaphane	Antineoplastic
7438	-6.24	cp	BRD-K72783841	tyrphostin-AG-555	EGFR inhibitor
7444	-6.29	cp	BRD-K89626439	sirolimus	MTOR inhibitor
7449	-6.36	cp	BRD-K92301463	16,16-dimethylprostaglandin-e2	Prostanoid receptor agonist
7451	-6.44	cp	BRD-K47717570	NBQX	Glutamate receptor antagonist
7452	-6.45	cp	BRD-A22380646	pantoprazole	ATPase inhibitor
7454	-6.47	cp	BRD-A31204924	mitotane	Antineoplastic
7456	-6.48	cp	BRD-K50938287	sumatriptan	Serotonin receptor agonist
7463	-6.6	cp	BRD-A04352665	maraviroc	CC chemokine receptor antagonist
7464	-6.62	cp	BRD-K81709173	halcinonide	Glucocorticoid receptor agonist
7467	-6.7	cp	BRD-K07888196	tyrphostin-AG-538	IGF-1 inhibitor
7470	-6.8	cp	BRD-A60197193	amisulpride	Dopamine receptor antagonist
7472	-6.84	cp	BRD-K33572481	taurodeoxycholic-acid	Bile acid
7475	-6.94	cp	BRD-A12016240	LY-278584	Serotonin receptor antagonist
7476	-6.97	cp	BRD-K62056274	quipazine	Serotonin receptor agonist
7478	-7	cp	BRD-K22385716	LY-303511	Casein kinase inhibitor
7483	-7.09	cp	BRD-A43940795	tetrahydropalmatine	Serotonin release inhibitor
7485	-7.15	cp	BRD-A73605923	mocimycin	Protein synthesis inhibitor
7486	-7.15	cp	BRD-K12513978	fenbufen	Cyclooxygenase inhibitor
7487	-7.16	cp	BRD-A87479750	tenidap	Cyclooxygenase inhibitor
7493	-7.3	cp	BRD-K37561857	zardaverine	Phosphodiesterase inhibitor
7498	-7.44	cp	BRD-K47150025	KI-8751	VEGFR inhibitor
7501	-7.53	cp	BRD-A29644307	nomifensine	Dopamine uptake inhibitor
7502	-7.56	cp	BRD-A80383043	BRD-A80383043	Glutamate receptor agonist
7503	-7.56	cp	BRD-K26521938	dinoprostone	Prostanoid receptor agonist
7505	-7.59	cp	BRD-K79131256	albendazole	Anthelmintic
7508	-7.61	cp	BRD-K77008974	WYE-354	MTOR inhibitor
7511	-7.65	cp	BRD-A65615053	zacopride	Serotonin receptor antagonist
7513	-7.66	cp	BRD-A00520476	otenzepad	Acetylcholine receptor antagonist
7515	-7.68	cp	BRD-A37052580	physostigmine	Acetylcholinesterase inhibitor
7524	-7.8	cp	BRD-K62206109	VUF-5681	Histamine receptor antagonist
7526	-7.83	cp	BRD-A47494775	dipivefrine	Adrenergic receptor agonist
7529	-7.97	cp	BRD-K10016611	pyridine-2-aldoxime	Acetylcholinesterase inhibitor
7531	-8.02	cp	BRD-K43330982	JTE-013	Lysophospholipid receptor antagonist
7532	-8.04	cp	BRD-K32977963	eugenol	Androgen receptor antagonist
7536	-8.1	cp	BRD-K03557653	sappanone-a	Tyrosinase inhibitor
7541	-8.18	cp	BRD-K26241953	piceatannol	SYK inhibitor
7545	-8.24	cp	BRD-K97399794	quercetin	Polar auxin transport inhibitor
7547	-8.25	cp	BRD-K14888893	minoxidil	KATP activator
7552	-8.35	cp	BRD-K52397688	amperozide	Dopamine receptor antagonist
7558	-8.58	cp	BRD-K40887525	ritanserin	Serotonin receptor antagonist
7563	-8.65	cp	BRD-K00959089	thenoyltrifluoroacetone	Chelating agent
7568	-8.82	cp	BRD-A62525898	prednisone	Glucocorticoid receptor agonist
7578	-9.04	cp	BRD-K90574421	ipsapirone	Serotonin receptor agonist
7581	-9.09	cp	BRD-K55930204	phenytoin	Hydantoin antiepileptic
7584	-9.13	cp	BRD-A38898897	GW-311616	Leukocyte elastase inhibitor
7589	-9.28	cp	BRD-K49456190	prima-1-met	thioredoxin inhibitor
7593	-9.44	cp	BRD-A29437505	RWJ-21757	TLR agonist
7595	-9.48	cp	BRD-K95901403	XL-147	PI3K inhibitor
7596	-9.53	cp	BRD-K23623876	decafluorobutane	Contrast agent
7598	-9.6	cp	BRD-K52620403	STO-609	Calmodulin antagonist
7603	-9.72	cp	BRD-K68103045	CGS-20625	Benzodiazepine receptor agonist
7605	-9.78	cp	BRD-K86465814	HO-013	PPAR receptor agonist
7606	-9.8	cp	BRD-K44442813	pidotimod	Interferon receptor agonist
7609	-9.87	cp	BRD-K63089472	farnesylthioacetic-acid	Inhibitor of methyl esterification of farnesylated proteins
7610	-9.88	cp	BRD-A00758722	noretynodrel	Progestogen hormone
7612	-9.89	cp	BRD-K48692744	NU-1025	PARP inhibitor
7616	-10	cp	BRD-K73391359	quinisocaine	Local anesthetic
7618	-10.04	cp	BRD-A10903566	imiloxan	Adrenergic receptor antagonist
7619	-10.1	cp	BRD-K77947974	fluspirilene	Dopamine receptor antagonist
7620	-10.14	cp	BRD-K51318897	fenbendazole	Tubulin inhibitor
7622	-10.2	cp	BRD-K63195589	tipifarnib	Farnesyltransferase inhibitor
7625	-10.26	cp	BRD-K55424922	anpirtoline	Serotonin receptor agonist
7630	-10.37	cp	BRD-U86922168	QL-XII-47	BTK inhibitor
7633	-10.44	cp	BRD-A60294240	tribenoside	Anti-inflammatory
7635	-10.62	cp	BRD-A31227688	kynuramine	Aryl hydrocarbon receptor activator
7636	-10.62	cp	BRD-K65814004	diphenyleneiodonium	Nitric oxide synthase inhibitor
7637	-10.65	cp	BRD-A82656074	naltrindole	Opioid receptor antagonist
7643	-10.9	cp	BRD-K08219523	5-nonyloxytryptamine	Serotonin receptor agonist
7648	-11.06	cp	BRD-K14696368	9-methyl-5H-6-thia-4,5-diaza-chrysene-6,6-dioxide	NFkB pathway inhibitor
7652	-11.29	cp	BRD-K64451768	GANT-58	GLI antagonist
7655	-11.42	cp	BRD-A89337244	PD-102807	Acetylcholine receptor antagonist
7658	-11.46	cp	BRD-K68246049	TTNPB	Retinoid receptor agonist
7660	-11.49	cp	BRD-K78959463	FPL-64176	Calcium channel activator
7662	-11.5	cp	BRD-K32536677	AGK-2	SIRT inhibitor
7664	-11.52	cp	BRD-K50325075	UCL-2077	Slow after hyperpolarization channel blocker
7668	-11.64	cp	BRD-K26548821	quinpirole	Dopamine receptor agonist
7669	-11.71	cp	BRD-K76587808	fraxetin	Antioxidant
7671	-11.75	cp	BRD-K78084463	W-12	Calmodulin antagonist
7677	-11.87	cp	BRD-A79803969	memantine	Glutamate receptor antagonist
7678	-11.91	cp	BRD-U97083655	teicoplanin	Bacterial cell wall synthesis inhibitor
7679	-11.93	cp	BRD-K41143549	BRD-K41143549	Glutamate receptor antagonist
7681	-11.97	cp	BRD-K51485625	ritonavir	HIV protease inhibitor
7691	-12.13	cp	BRD-A03359064	ICI-89406	Adrenergic receptor antagonist
7694	-12.16	cp	BRD-K76205745	losartan	Angiotensin receptor antagonist
7695	-12.16	cp	BRD-K93176058	AC-55649	Retinoid receptor agonist
7697	-12.19	cp	BRD-K13927029	retinol	Retinoid receptor ligand
7699	-12.26	cp	BRD-K47679368	bromfenac	Cyclooxygenase inhibitor
7701	-12.31	cp	BRD-K70358946	aripiprazole	Serotonin receptor agonist
7702	-12.34	cp	BRD-K37798499	etoposide	Topoisomerase inhibitor
7704	-12.37	cp	BRD-A78360835	cercosporin	Photoactivated toxin
7708	-12.68	cp	BRD-A58564983	selamectin	Nematocide
7712	-12.83	cp	BRD-K61177364	NBI-27914	CRF receptor antagonist
7713	-12.85	cp	BRD-K15616905	CCCP	Mitochondrial oxidative phosphorylation uncoupler
7714	-13	cp	BRD-K35498378	alrestatin	Aldose reductase inhibitor
7715	-13.04	cp	BRD-A45499626	UBP-302	Glutamate receptor antagonist
7716	-13.1	cp	BRD-A51820102	econazole	Bacterial cell wall synthesis inhibitor
7717	-13.11	cp	BRD-K17306061	aprepitant	Tachykinin antagonist
7718	-13.17	cp	BRD-K14221570	benzopurpurin-4b	HIV entry inhibitor
7720	-13.18	cp	BRD-A70407468	PSB-36	Adenosine receptor antagonist
7724	-13.31	cp	BRD-K16551401	PNU-22394	Serotonin receptor agonist
7725	-13.37	cp	BRD-A25004090	erastin	Ion channel antagonist
7728	-13.48	cp	BRD-K92000912	AM-251	Cannabinoid receptor antagonist
7731	-13.57	cp	BRD-K88358234	xaliproden	Serotonin receptor agonist
7733	-13.69	cp	BRD-K61097567	SB-218795	Tachykinin antagonist
7735	-13.73	cp	BRD-K21548250	moracizine	Sodium channel blocker
7737	-13.92	cp	BRD-K31054881	BMY-7378	Adrenergic receptor antagonist
7739	-13.99	cp	BRD-K21672174	RO-28-1675	Glucokinase activator
7740	-14.03	cp	BRD-K06878038	deferiprone	Chelating agent
7741	-14.03	cp	BRD-K66093087	FGIN-1-43	Benzodiazepine receptor agonist
7747	-14.14	cp	BRD-K07691486	roscovitine	CDK inhibitor
7749	-14.16	cp	BRD-A99411506	esculin	Antioxidant
7754	-14.35	cp	BRD-K67445247	flurofamide	Urease inhibitor
7755	-14.35	cp	BRD-K74763371	bosentan	Endothelin receptor antagonist
7758	-14.59	cp	BRD-K53570330	carbofuran	Cholinesterase inhibitor
7759	-14.6	cp	BRD-A49172652	lansoprazole	ATPase inhibitor
7760	-14.6	cp	BRD-K74305673	IKK-2-inhibitor-V	IKK inhibitor
7761	-14.66	cp	BRD-A43150328	penicillic-acid	other antibiotic
7763	-14.83	cp	BRD-A43331270	niguldipine	Calcium channel blocker
7768	-15.14	cp	BRD-K37618799	MRS-1220	Adenosine receptor antagonist
7769	-15.14	cp	BRD-K82746043	navitoclax	BCL inhibitor
7770	-15.19	cp	BRD-A68281735	REV-5901	Leukotriene receptor antagonist
7771	-15.19	cp	BRD-A83431637	resmethrin	Cytochrome P450 inhibitor
7777	-15.56	cp	BRD-K54665485	R-59022	Diacylglycerol kinase inhibitor
7779	-15.62	cp	BRD-K32107296	temozolomide	DNA alkylating agent
7783	-15.76	cp	BRD-K68174511	torin-2	MTOR inhibitor
7786	-15.83	cp	BRD-K34154330	tracazolate	GABA receptor modulator
7787	-15.84	cp	BRD-A18043272	phensuximide	Succinimide antiepileptic
7788	-15.88	cp	BRD-K13211965	L-741742	Dopamine receptor antagonist
7791	-15.95	cp	BRD-K88742110	BRD-K88742110	HDAC inhibitor
7792	-15.98	cp	BRD-A35989968	megestrol	Progesterone receptor agonist
7793	-15.99	cp	BRD-A21723284	naltriben	Opioid receptor antagonist
